Name	|	Abilities	|	Evolutions	|	Habitats	|	Move List
oshawott	|	"['basic ability 1: inner focus', 'basic ability 2: torrent', 'adv ability 1: shell armor', 'adv ability 2: water absorb', 'high ability: parry']"	|	"['1 - oshawott', '2 - dewott minimum 15', '3 - samurott minimum 30']"	|	"['beach', 'ocean']"	|	"['1 tackle - normal', '5 tail whip - normal', '7 water', 'gun - water', '11 water', 'sport - water', '13 focus energy - normal', '17 razor shell - water', '19 fury cutter - bug', '23 water', 'pulse - water', '25 revenge - fighting', '29 aqua jet - water', '31 encore - normal', '35 aqua tail - water', '37 retaliate - normal', '41 swords dance - normal', '43 hydro pump - water']"
dewott	|	"['basic ability 1: inner focus', 'basic ability 2: torrent', 'adv ability 1: shell armor', 'adv ability 2: water absorb', 'high ability: parry']"	|	"['1 - oshawott', '2 - dewott minimum 15', '3 - samurott minimum 30']"	|	"['beach', 'ocean']"	|	"['5 tail whip - normal', '7 water', 'gun - water', '11 water', 'sport - water', '13 focus energy - normal', '17 razor shell - water', '20 fury cutter - bug', '25 water', 'pulse - water', '28 revenge - fighting', '33 aqua jet - water', '36 encore - normal', '41 aqua tail - water', '44 retaliate - normal', '49 swords dance - normal', '52 hydro pump - water']"
samurott	|	"['basic ability 1: inner focus', 'basic ability 2: torrent', 'adv ability 1: shell armor', 'adv ability 2: water absorb', 'high ability: parry']"	|	"['1 - oshawott', '2 - dewott minimum 15', '3 - samurott minimum 30']"	|	"['beach', 'ocean']"	|	"['5 tail whip - normal', '7 water', 'gun - water', '11 water', 'sport - water', '13 focus energy - normal', '17 razor shell - water', '20 fury cutter - bug', '25 water', 'pulse - water', '28 revenge - fighting', '33 aqua jet - water', '36 slash - normal', '38 encore - normal', '45 aqua tail - water', '50 retaliate - normal', '57 swords dance - normal', '62 hydro pump - water']"
froakie	|	"['basic ability 1: mud dweller', 'basic ability 2: torrent', 'adv ability 1: protean', 'adv ability 2: hydration', 'high ability: wash away']"	|	"['1 - froakie', '2 - frogadier minimum 15', '3 - greninja minimum 30']"	|	"['freshwater', 'marsh']"	|	"['1 pound - normal', '1 growl - normal', '5 bubble - water', '8 quick attack - normal', '10 lick - ghost', '14 water', 'pulse - water', '18 smokescreen - normal', '21 round - normal', '25 fling - dark', '29 smack down - rock', '35 substitute - normal', '39 bounce - flying', '43 double team - normal', '48 hydro pump - water']"
frogadier	|	"['basic ability 1: mud dweller', 'basic ability 2: torrent', 'adv ability 1: protean', 'adv ability 2: hydration', 'high ability: wash away']"	|	"['1 - froakie', '2 - frogadier minimum 15', '3 - greninja minimum 30']"	|	"['freshwater', 'marsh']"	|	"['1 pound - normal', '1 growl - normal', '5 bubble - water', '8 quick attack - normal', '10 lick - ghost', '14 water', 'pulse - water', '20 smokescreen - normal', '23 round - normal', '28 fling - dark', '33 smack down - rock', '38 substitute - normal', '44 bounce - flying', '48 double team - normal', '55 hydro pump - water']"
greninja	|	"['basic ability 1: mud dweller', 'basic ability 2: torrent', 'adv ability 1: protean', 'adv ability 2: hydration', 'high ability: wash away']"	|	"['1 - froakie', '2 - frogadier minimum 15', '3 - greninja minimum 30']"	|	"['freshwater', 'marsh']"	|	"['1 pound - normal', '1 growl - normal', '5 bubble - water', '8 quick attack - normal', '10 lick - ghost', '14 water', 'pulse - water', '20 smokescreen - normal', '23 shadow sneak - ghost', '28 spikes - ground', '30 water', 'shuriken - water', '33 feint attack - dark', '43 substitute - normal', '49 extrasensory - psychic', '52 double team - normal', '56 haze - ice', '60 hydro pump - water', '70 night slash - dark']"
caterpie	|	"['basic ability 1: shield dust', 'adv ability 1: run away', 'adv ability 2: silk threads', 'adv ability 3: stench', 'high ability: suction cups']"	|	"['1 - caterpie', '2 - metapod minimum 5', '3 - butterfree minimum 10']"	|	['forest']	|	"['1 string shot - bug', '1 tackle - normal', '15 bug', 'bite - bug', 'tutor move list bug', 'bite, electroweb, snore, bug', 'bite, string shot']"
metapod	|	"['basic ability 1: shed skin', 'adv ability 1: battle armor', 'adv ability 2: silk threads', 'adv ability 3: magic guard', 'high ability: sturdy']"	|	"['1 - caterpie', '2 - metapod minimum 5', '3 - butterfree minimum 10']"	|	['forest']	|	"['7 harden - normal', 'tutor move list bug', 'bite, electroweb, iron defense, string shot, tackle']"
butterfree	|	"['basic ability 1: compound eyes', 'adv ability 1: tinted lens', 'adv ability 2: keen eye', 'adv ability 3: flutter', 'high ability: blow away']"	|	"['1 - caterpie', '2 - metapod minimum 5', '3 - butterfree minimum 10']"	|	['forest']	|	"['10 confusion - psychic', '12 poison', 'powder - poison', '12 sleep powder - grass', '12 stun spore - grass', '16 gust - flying', '18 supersonic - normal', '22 whirlwind - normal', '24 psybeam - psychic', '28 silver wind - bug', '30 tailwind - flying', '34 rage powder - bug', '36 safeguard - normal', '40 captivate - normal', '42 bug', 'buzz - bug', '46 quiver dance - bug']"
weedle	|	"['basic ability 1: shield dust', 'adv ability 1: run away', 'adv ability 2: silk threads', 'adv ability 3: swarm', 'high ability: poison touch']"	|	"['1 - weedle', '2 - kakuna minimum 5', '3 - beedrill minimum 10']"	|	['forest']	|	"['1 poison', 'sting - poison', '1 string shot - bug', '15 bug', 'bite - bug', 'tutor move list bug', 'bite, electroweb, string shot']"
kakuna	|	"['basic ability 1: shed skin', 'adv ability 1: battle armor', 'adv ability 2: silk threads', 'adv ability 3: magic guard', 'high ability: sturdy']"	|	"['1 - weedle', '2 - kakuna minimum 5', '3 - beedrill minimum 10']"	|	['forest']	|	"['7 harden - normal', 'tutor move list bug', 'bite, electroweb, iron defense, string shot, tackle']"
beedrill	|	"['basic ability 1: sniper', 'adv ability 1: poison touch', 'adv ability 2: technician', 'adv ability 3: swarm', 'high ability: vanguard']"	|	"['1 - weedle', '2 - kakuna minimum 5', '3 - beedrill minimum 10']"	|	['forest']	|	"['10 fury attack - normal', '13 focus energy - normal', '16 twineedle - bug', '19 rage - normal', '22 pursuit - dark', '25 toxic spikes - poison', '28 pin missile - bug', '31 agility - psychic', '34 assurance - dark', '37 poison', 'jab - poison', '40 endeavor - normal', '45 fell stinger - bug']"
sewaddle	|	"['basic ability 1: designer', 'adv ability 1: full guard', 'adv ability 2: leafy cloak', 'adv ability 3: swarm', 'high ability: leaf rush']"	|	"['1 - sewaddle', '2 - swadloon minimum 15', '3 - leavanny minimum 30']"	|	['forest']	|	"['1 string shot - bug', '1 tackle - normal', '8 bug', 'bite - bug', '15 razor leaf - grass', '22 struggle bug', '- bug', '29 endure - normal', '36 bug', 'buzz - bug', '43 flail - normal']"
swadloon	|	"['basic ability 1: designer', 'adv ability 1: full guard', 'adv ability 2: leafy cloak', 'adv ability 3: swarm', 'high ability: leaf rush']"	|	"['1 - sewaddle', '2 - swadloon minimum 15', '3 - leavanny minimum 30']"	|	['forest']	|	['20 protect - normal']
leavanny	|	"['basic ability 1: designer', 'adv ability 1: full guard', 'adv ability 2: leafy cloak', 'adv ability 3: swarm', 'high ability: leaf rush']"	|	"['1 - sewaddle', '2 - swadloon minimum 15', '3 - leavanny minimum 30']"	|	['forest']	|	"['8 bug', 'bite - bug', '15 razor leaf - grass', '22 struggle bug', '- bug', '30 slash - normal', '32 helping hand - normal', '34 fell stinger - bug', '36 leaf blade - grass', '39 x-scissor - bug', '43 entrainment - normal', '46 swords dance - normal', '50 leaf storm - grass']"
venipede	|	"['basic ability 1: poison point', 'basic ability 2: vanguard', 'adv ability 1: swarm', 'adv ability 2: speed boost', 'high ability: rock head']"	|	"['1 - venipede', '2 - whirlipede minimum 15', '3 - scolipede minimum 30']"	|	['forest']	|	"['1 defense curl - normal', '5 poison', 'sting - poison', '8 screech - normal', '12 pursuit - dark', '15 protect - normal', '19 poison', 'tail - poison', '22 bug', 'bite - bug', '26 venoshock - poison', '29 agility - psychic', '33 steamroller - bug', '36 toxic - poison', '40 rock', 'climb - normal', '43 double-edge - normal']"
whirlipede	|	"['basic ability 1: poison point', 'basic ability 2: vanguard', 'adv ability 1: swarm', 'adv ability 2: speed boost', 'high ability: rock head']"	|	"['1 - venipede', '2 - whirlipede minimum 15', '3 - scolipede minimum 30']"	|	['forest']	|	"['5 poison', 'sting - poison', '8 screech - normal', '12 pursuit - dark', '15 protect - normal', '19 poison', 'tail - poison', '22 iron defense - steel', '23 bug', 'bite - bug', '28 venoshock - poison', '32 agility - psychic', '37 steamroller - bug', '41 toxic - poison', '46 rock', 'climb - normal', '50 double-edge - normal']"
scolipede	|	"['basic ability 1: poison point', 'basic ability 2: vanguard', 'adv ability 1: swarm', 'adv ability 2: speed boost', 'high ability: rock head']"	|	"['1 - venipede', '2 - whirlipede minimum 15', '3 - scolipede minimum 30']"	|	['forest']	|	"['5 poison', 'sting - poison', '8 screech - normal', '12 pursuit - dark', '15 protect - normal', '19 poison', 'tail - poison', '23 bug', 'bite - bug', '28 venoshock - poison', '30 baton pass - normal', '33 agility - psychic', '39 steamroller - bug', '44 toxic - poison', '50 rock', 'climb - normal', '55 double-edge - normal', '65 megahorn - bug']"
wurmple	|	"['basic ability 1: shield dust', 'adv ability 1: silk threads', 'adv ability 2: run away', 'adv ability 3: poison point', 'high ability: suction cups']"	|	"['1 - wurmple', '2 - silcoon minimum 5', '3 - beautifly minimum 10', '2 - cascoon minimum 5', '3 - dustox minimum 10']"	|	"['forest', 'rainforest']"	|	"['1 string shot - bug', '1 tackle - normal', '5 poison', 'sting - poison', '15 bug', 'bite - bug', 'tutor move list bug', 'bite, electroweb, snore, string shot']"
silcoon	|	"['basic ability 1: shed skin', 'adv ability 1: silk threads', 'adv ability 2: battle armor', 'adv ability 3: overcoat', 'high ability: sturdy']"	|	"['1 - wurmple', '2 - silcoon minimum 5', '3 - beautifly minimum 10']"	|	"['forest', 'rainforest']"	|	"['5 harden - normal', 'tutor move list bug', 'bite, electroweb, iron defense, string shot']"
beautifly	|	"['basic ability 1: pride', 'adv ability 1: rivalry', 'adv ability 2: cruelty', 'adv ability 3: swarm', 'high ability: sap sipper']"	|	"['1 - wurmple', '2 - silcoon minimum 5', '3 - beautifly minimum 10']"	|	"['forest', 'rainforest']"	|	"['10 gust - flying', '12 absorb - grass', '15 stun spore - grass', '17 morning sun - normal', '20 air cutter - flying', '22 mega drain - grass', '25 silver wind - bug', '27 attract - normal', '30 whirlwind - normal', '32 giga drain - grass', '35 bug', 'buzz - bug', '37 rage - normal', '40 quiver dance - bug']"
cascoon	|	"['basic ability 1: shed skin', 'adv ability 1: silk threads', 'adv ability 2: battle armor', 'adv ability 3: overcoat', 'high ability: sturdy']"	|	"['1 - wurmple', '2 - cascoon minimum 5', '3 - dustox minimum 10']"	|	"['forest', 'rainforest']"	|	"['5 harden - normal', 'tutor move list bug', 'bite, electroweb, iron defense, string shot']"
dustox	|	"['basic ability 1: shield dust', 'adv ability 1: compound eyes', 'adv ability 2: dust cloud', 'adv ability 3: flutter', 'high ability: effect spore']"	|	"['1 - wurmple', '2 - cascoon minimum 5', '3 - dustox minimum 10']"	|	"['forest', 'rainforest']"	|	"['10 gust - flying', '12 confusion - psychic', '15 poison', 'powder - poison', '17 moonlight - fairy', '20 venoshock - poison', '22 psybeam - psychic', '25 silver wind - bug', '27 light screen - psychic', '30 whirlwind - normal', '32 toxic - poison', '35 bug', 'buzz - bug', '37 protect - normal', '40 quiver dance - bug']"
scatterbug	|	"['basic ability 1: compound eyes', 'adv ability 1: shield dust', 'adv ability 2: friend guard', 'adv ability 3: suction cups', 'high ability: effect spore']"	|	"['1 - scatterbug', '2 - spewpa minimum 5', '3 - vivillon minimum 10']"	|	"['forest', 'grassland']"	|	"['1 tackle - normal', '1 string shot - bug', '5 stun spore - grass', '15 bug', 'bite - bug']"
spewpa	|	"['basic ability 1: compound eyes', 'adv ability 1: shed skin', 'adv ability 2: friend guard', 'adv ability 3: wonder skin', 'high ability: effect spore']"	|	"['1 - scatterbug', '2 - spewpa minimum 5', '3 - vivillon minimum 10']"	|	"['forest', 'grassland']"	|	"['1 harden - normal', '5 protect - normal']"
vivillon	|	"['basic ability 1: compound eyes', 'adv ability 1: shield dust', 'adv ability 2: friend guard', 'adv ability 3: wonder skin', 'high ability: effect spore']"	|	"['1 - scatterbug', '2 - spewpa minimum 5', '3 - vivillon minimum 10']"	|	"['forest', 'grassland']"	|	"['10 struggle bug', '- bug', '17 psybeam - psychic', '21 supersonic - normal', '25 draining kiss - fairy', '31 aromatherapy - grass', '35 bug', 'buzz - bug', '41 safeguard - normal', '45 quiver dance - bug', '50 hurricane - flying', '55 powder - bug']"
pidgey	|	"['basic ability 1: keen eye', 'basic ability 2: tangled feet', 'adv ability 1: big pecks', 'adv ability 2: blow away', 'high ability: run away']"	|	"['1 - pidgey', '2 - pidgeotto minimum 15', '3 - pidgeot minimum 30']"	|	"['forest', 'urban']"	|	"['1 tackle - normal', '5 sand attack - ground', '9 gust - flying', '13 quick attack - normal', '17 whirlwind - normal', '21 twister - dragon', '25 feather dance - flying', '29 agility - psychic', '33 wing attack - flying', '37 roost - flying', '41 tailwind - flying', '45 mirror move - flying', '49 air slash - flying', '53 hurricane - flying']"
pidgeotto	|	"['basic ability 1: keen eye', 'basic ability 2: tangled feet', 'adv ability 1: big pecks', 'adv ability 2: blow away', 'high ability: competitive']"	|	"['1 - pidgey', '2 - pidgeotto minimum 15', '3 - pidgeot minimum 30']"	|	['forest']	|	"['5 sand attack - ground', '9 gust - flying', '13 quick attack - normal', '17 whirlwind - normal', '22 twister - dragon', '27 feather dance - flying', '32 agility - psychic', '37 wing attack - flying', '42 roost - flying', '47 tailwind - flying', '52 mirror move - flying', '57 air slash - flying', '62 hurricane - flying']"
pidgeot	|	"['basic ability 1: keen eye', 'basic ability 2: tangled feet', 'adv ability 1: rocket', 'adv ability 2: blow away', 'high ability: competitive']"	|	"['1 - pidgey', '2 - pidgeotto minimum 15', '3 - pidgeot minimum 30']"	|	['forest']	|	"['5 sand attack - ground', '9 gust - flying', '13 quick attack - normal', '17 whirlwind - normal', '22 twister - dragon', '27 feather dance - flying', '32 agility - psychic', '38 wing attack - flying', '44 roost - flying', '50 tailwind - flying', '56 mirror move - flying', '62 air slash - flying', '68 hurricane - flying']"
starly	|	"['basic ability 1: keen eye', 'basic ability 2: intimidate', 'adv ability 1: big pecks', 'adv ability 2: rivalry', 'high ability: reckless']"	|	"['1 - starly', '2 - staravia minimum 15', '3 - staraptor minimum 30']"	|	"['forest', 'grassland', 'urban']"	|	"['1 growl - normal', '1 tackle - normal', '5 quick attack - normal', '9 wing attack - flying', '13 double team - normal', '17 endeavor - normal', '21 whirlwind - normal', '25 aerial ace - flying', '29 take down - normal', '33 agility - psychic', '37 brave bird - flying', '41 final gambit - normal']"
staravia	|	"['basic ability 1: keen eye', 'basic ability 2: intimidate', 'adv ability 1: big pecks', 'adv ability 2: rivalry', 'high ability: reckless']"	|	"['1 - starly', '2 - staravia minimum 15', '3 - staraptor minimum 30']"	|	"['forest', 'grassland', 'urban']"	|	"['5 quick attack - normal', '9 wing attack - flying', '13 double team - normal', '18 endeavor - normal', '23 whirlwind - normal', '28 aerial ace - flying', '33 take down - normal', '38 agility - psychic', '43 brave bird - flying', '48 final gambit - normal']"
staraptor	|	"['basic ability 1: keen eye', 'basic ability 2: intimidate', 'adv ability 1: big pecks', 'adv ability 2: cruelty', 'high ability: reckless']"	|	"['1 - starly', '2 - staravia minimum 15', '3 - staraptor minimum 30']"	|	"['forest', 'grassland']"	|	"['5 quick attack - normal', '9 wing attack - flying', '13 double team - normal', '18 endeavor - normal', '23 whirlwind - normal', '28 aerial ace - flying', '33 take down - normal', '34 close combat - fighting', '41 agility - psychic', '49 brave bird - flying', '57 final gambit - normal']"
pidove	|	"['basic ability 1: big pecks', 'basic ability 2: super luck', 'adv ability 1: rivalry', 'adv ability 2: klutz', 'high ability: lunchbox']"	|	"['1 - pidove', '2 - tranquill minimum 15', '3 - unfezant minimum 30']"	|	"['forest', 'grassland', 'urban']"	|	"['1 gust - flying', '4 growl - normal', '8 leer - normal', '11 quick attack - normal', '15 air cutter - flying', '18 roost - flying', '22 detect - fighting', '25 taunt - dark', '29 air slash - flying', '32 razor wind - normal', '36 feather dance - flying', '39 swagger - normal', '43 facade - normal', '46 tailwind - flying', '50 sky attack - flying']"
